"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_06062","XM_018384567.1","XP_018241683.1","NC_030987.1","-","4","hypothetical protein",1396008,1399239,1396008,1399239,2,"Chromosome_2"
"FOXG_06063","XM_018384569.1","XP_018241685.1","NC_030987.1","+","2","hypothetical protein",1402712,1403852,1402712,1403852,1,"Chromosome_2"
"FOXG_06064","XM_018384570.1","XP_018241686.1","NC_030987.1","+","2","hypothetical protein",1405800,1409069,1405800,1409069,1,"Chromosome_2"
"FOXG_06065","XM_018384571.1","XP_018241687.1","NC_030987.1","-","3","GPI mannosyltransferase 1",1408592,1410400,1408592,1410400,1,"Chromosome_2"
"FOXG_06066","XM_018384572.1","XP_018241688.1","NC_030987.1","+","3","hypothetical protein",1410462,1411848,1410462,1411848,1,"Chromosome_2"
"FOXG_06067","XM_018384573.1","XP_018241689.1","NC_030987.1","+","3","hypothetical protein",1412487,1415236,1412487,1415236,1,"Chromosome_2"
"FOXG_06068","XM_018384574.1","XP_018241690.1","NC_030987.1","+","3","hypothetical protein",1415488,1417143,1415488,1417143,1,"Chromosome_2"
"FOXG_06069","XM_018384575.1","XP_018241691.1","NC_030987.1","-","7","hypothetical protein",1416899,1419403,1416899,1419403,2,"Chromosome_2"
"FOXG_06069","XM_018384576.1","XP_018241692.1","NC_030987.1","-","7","hypothetical protein",1416937,1419397,1416899,1419403,2,"Chromosome_2"
"FOXG_06070","XM_018384577.1","XP_018241693.1","NC_030987.1","+","4","hypothetical protein",1419855,1422680,1419855,1422680,1,"Chromosome_2"
"FOXG_06071","XM_018384578.1","XP_018241694.1","NC_030987.1","-","2","hypothetical protein",1420705,1422868,1420705,1422868,1,"Chromosome_2"
"FOXG_19172","XM_018399366.1","XP_018241695.1","NC_030987.1","+","6","hypothetical protein",1422980,1425520,1422980,1425520,1,"Chromosome_2"
"FOXG_06074","XM_018384579.1","XP_018241696.1","NC_030987.1","-","3","hypothetical protein",1425384,1428748,1425384,1428748,2,"Chromosome_2"
"FOXG_06074","XM_018384580.1","XP_018241697.1","NC_030987.1","-","2","hypothetical protein",1425384,1428748,1425384,1428748,2,"Chromosome_2"
"FOXG_06075","XM_018384581.1","XP_018241698.1","NC_030987.1","+","5","hypothetical protein",1429611,1431666,1429611,1431666,2,"Chromosome_2"
"FOXG_06075","XM_018384582.1","XP_018241699.1","NC_030987.1","+","4","hypothetical protein",1429759,1431666,1429611,1431666,2,"Chromosome_2"
"FOXG_06076","XM_018384583.1","XP_018241700.1","NC_030987.1","+","4","hypothetical protein",1431757,1433252,1431757,1433252,1,"Chromosome_2"
"FOXG_06077","XM_018384584.1","XP_018241701.1","NC_030987.1","-","1","hypothetical protein",1431773,1435174,1431773,1435174,1,"Chromosome_2"
"FOXG_06078","XM_018384585.1","XP_018241702.1","NC_030987.1","+","2","hypothetical protein",1435281,1437152,1435281,1437152,1,"Chromosome_2"
"FOXG_19173","XM_018399367.1","XP_018241703.1","NC_030987.1","+","1","hypothetical protein",1438036,1438570,1438036,1438570,1,"Chromosome_2"
"FOXG_19174","XM_018399368.1","XP_018241704.1","NC_030987.1","-","3","hypothetical protein",1440413,1442118,1440413,1442118,2,"Chromosome_2"
"FOXG_19174","XM_018399369.1","XP_018241705.1","NC_030987.1","-","2","hypothetical protein",1440413,1442118,1440413,1442118,2,"Chromosome_2"
"FOXG_19175","XM_018399372.1","XP_018241708.1","NC_030987.1","+","5","hypothetical protein",1441721,1446271,1441721,1446271,5,"Chromosome_2"
"FOXG_19175","XM_018399370.1","XP_018241706.1","NC_030987.1","+","5","hypothetical protein",1441721,1446271,1441721,1446271,5,"Chromosome_2"
"FOXG_19175","XM_018399374.1","XP_018241710.1","NC_030987.1","+","4","hypothetical protein",1441721,1446230,1441721,1446271,5,"Chromosome_2"
"FOXG_19175","XM_018399371.1","XP_018241707.1","NC_030987.1","+","5","hypothetical protein",1441721,1446230,1441721,1446271,5,"Chromosome_2"
"FOXG_19175","XM_018399373.1","XP_018241709.1","NC_030987.1","+","6","hypothetical protein",1441721,1446230,1441721,1446271,5,"Chromosome_2"
"FOXG_19177","XM_018399375.1","XP_018241711.1","NC_030987.1","-","3","hypothetical protein",1453231,1455615,1453231,1455615,3,"Chromosome_2"
"FOXG_19177","XM_018399376.1","XP_018241712.1","NC_030987.1","-","2","hypothetical protein",1453231,1455427,1453231,1455615,3,"Chromosome_2"
"FOXG_19177","XM_018399377.1","XP_018241713.1","NC_030987.1","-","3","hypothetical protein",1453231,1455283,1453231,1455615,3,"Chromosome_2"
"FOXG_19178","XM_018399379.1","XP_018241715.1","NC_030987.1","-","2","hypothetical protein",1455856,1458654,1455856,1458654,2,"Chromosome_2"
"FOXG_19178","XM_018399378.1","XP_018241714.1","NC_030987.1","-","1","hypothetical protein",1455856,1458654,1455856,1458654,2,"Chromosome_2"
"FOXG_06082","XM_018384586.1","XP_018241716.1","NC_030987.1","+","3","hypothetical protein",1458925,1460267,1458925,1460267,1,"Chromosome_2"
"FOXG_06083","XM_018384587.1","XP_018241717.1","NC_030987.1","+","2","hypothetical protein",1463926,1465724,1463926,1465724,1,"Chromosome_2"
"FOXG_19179","XM_018399380.1","XP_018241718.1","NC_030987.1","-","1","hypothetical protein",1471239,1471379,1471239,1471379,1,"Chromosome_2"
"FOXG_06084","XM_018384588.1","XP_018241719.1","NC_030987.1","+","1","hypothetical protein",1477699,1477797,1477699,1477797,1,"Chromosome_2"
"FOXG_06085","XM_018384589.1","XP_018241720.1","NC_030987.1","+","2","hypothetical protein",1478140,1483942,1478140,1483942,3,"Chromosome_2"
"FOXG_06085","XM_018384590.1","XP_018241721.1","NC_030987.1","+","2","hypothetical protein",1478156,1483942,1478140,1483942,3,"Chromosome_2"
"FOXG_06085","XM_018384591.1","XP_018241722.1","NC_030987.1","+","2","hypothetical protein",1478156,1481870,1478140,1483942,3,"Chromosome_2"
"FOXG_06086","XM_018384592.1","XP_018241723.1","NC_030987.1","-","3","NEK protein kinase",1478994,1484860,1478994,1484860,1,"Chromosome_2"
"FOXG_06087","XM_018384593.1","XP_018241724.1","NC_030987.1","+","3","hypothetical protein",1485243,1489487,1485243,1489487,1,"Chromosome_2"
"FOXG_06088","XM_018384596.1","XP_018241727.1","NC_030987.1","-","4","transcription initiation factor TFIID subunit 2",1487926,1493801,1487926,1493801,3,"Chromosome_2"
"FOXG_06088","XM_018384594.1","XP_018241725.1","NC_030987.1","-","3","transcription initiation factor TFIID subunit 2",1487926,1493801,1487926,1493801,3,"Chromosome_2"
"FOXG_06088","XM_018384595.1","XP_018241726.1","NC_030987.1","-","3","transcription initiation factor TFIID subunit 2",1487926,1493801,1487926,1493801,3,"Chromosome_2"
"FOXG_06089","XM_018384597.1","XP_018241728.1","NC_030987.1","-","2","hypothetical protein",1493818,1495964,1493818,1495964,1,"Chromosome_2"
"FOXG_06090","XM_018384598.1","XP_018241729.1","NC_030987.1","-","1","hypothetical protein",1496731,1499134,1496731,1499134,1,"Chromosome_2"
"FOXG_06091","XM_018384600.1","XP_018241731.1","NC_030987.1","-","3","hypothetical protein",1499541,1501115,1499541,1501115,3,"Chromosome_2"
"FOXG_06091","XM_018384601.1","XP_018241732.1","NC_030987.1","-","1","hypothetical protein",1499541,1501115,1499541,1501115,3,"Chromosome_2"
"FOXG_06091","XM_018384599.1","XP_018241730.1","NC_030987.1","-","2","hypothetical protein",1499609,1501020,1499541,1501115,3,"Chromosome_2"
"FOXG_19180","XM_018399381.1","XP_018241733.1","NC_030987.1","-","1","hypothetical protein",1502624,1502803,1502624,1502803,1,"Chromosome_2"
"FOXG_06092","XM_018384602.1","XP_018241734.1","NC_030987.1","+","3","hypothetical protein",1503133,1505010,1503133,1505010,4,"Chromosome_2"
"FOXG_06092","XM_018384604.1","XP_018241736.1","NC_030987.1","+","3","hypothetical protein",1503133,1505010,1503133,1505010,4,"Chromosome_2"
"FOXG_06092","XM_018384603.1","XP_018241735.1","NC_030987.1","+","4","hypothetical protein",1503133,1505010,1503133,1505010,4,"Chromosome_2"
"FOXG_06092","XM_018384605.1","XP_018241737.1","NC_030987.1","+","2","hypothetical protein",1503685,1505010,1503133,1505010,4,"Chromosome_2"
"FOXG_06093","XM_018384607.1","XP_018241739.1","NC_030987.1","+","2","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384611.1","XP_018241743.1","NC_030987.1","+","2","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384609.1","XP_018241741.1","NC_030987.1","+","3","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384610.1","XP_018241742.1","NC_030987.1","+","2","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384608.1","XP_018241740.1","NC_030987.1","+","3","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384612.1","XP_018241744.1","NC_030987.1","+","3","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06093","XM_018384606.1","XP_018241738.1","NC_030987.1","+","4","hypothetical protein",1505578,1508307,1505578,1508307,7,"Chromosome_2"
"FOXG_06094","XM_018384613.1","XP_018241745.1","NC_030987.1","+","2","hypothetical protein",1509058,1511088,1509058,1511088,1,"Chromosome_2"
"FOXG_06095","XM_018384614.1","XP_018241746.1","NC_030987.1","+","2","hypothetical protein",1511167,1512611,1511167,1512611,1,"Chromosome_2"
"FOXG_06096","XM_018384615.1","XP_018241747.1","NC_030987.1","+","3","hypothetical protein",1513212,1513805,1513212,1513805,1,"Chromosome_2"
"FOXG_06097","XM_018384616.1","XP_018241748.1","NC_030987.1","-","1","hypothetical protein",1514064,1514384,1514064,1514384,1,"Chromosome_2"
"FOXG_06098","XM_018384618.1","XP_018241750.1","NC_030987.1","-","3","hypothetical protein",1514622,1516601,1514622,1516601,2,"Chromosome_2"
"FOXG_06098","XM_018384617.1","XP_018241749.1","NC_030987.1","-","2","hypothetical protein",1514622,1516601,1514622,1516601,2,"Chromosome_2"
"FOXG_06099","XM_018384619.1","XP_018241751.1","NC_030987.1","-","3","glycylpeptide N-tetradecanoyltransferase",1516716,1518995,1516716,1518995,1,"Chromosome_2"
"FOXG_06100","XM_018384620.1","XP_018241752.1","NC_030987.1","-","6","hypothetical protein",1519594,1521719,1519594,1521719,2,"Chromosome_2"
"FOXG_06100","XM_018384621.1","XP_018241753.1","NC_030987.1","-","5","hypothetical protein",1519594,1521711,1519594,1521719,2,"Chromosome_2"
"FOXG_19181","XM_018399382.1","XP_018241754.1","NC_030987.1","+","3","hypothetical protein",1522248,1524621,1522248,1524621,1,"Chromosome_2"
"FOXG_06102","XM_018384622.1","XP_018241755.1","NC_030987.1","+","1","hypothetical protein",1525857,1530403,1525857,1530403,2,"Chromosome_2"
"FOXG_06102","XM_018384623.1","XP_018241756.1","NC_030987.1","+","2","hypothetical protein",1525857,1530403,1525857,1530403,2,"Chromosome_2"
"FOXG_06103","XM_018384624.1","XP_018241757.1","NC_030987.1","+","2","hypothetical protein",1530633,1532987,1530633,1532987,1,"Chromosome_2"
"FOXG_06104","XM_018384625.1","XP_018241758.1","NC_030987.1","-","3","altered inheritance-mitochondria protein 31, mitochondrial",1530940,1533903,1530940,1533903,3,"Chromosome_2"
"FOXG_06104","XM_018384627.1","XP_018241760.1","NC_030987.1","-","2","altered inheritance-mitochondria protein 31, mitochondrial",1530940,1533903,1530940,1533903,3,"Chromosome_2"
"FOXG_06104","XM_018384626.1","XP_018241759.1","NC_030987.1","-","2","altered inheritance-mitochondria protein 31, mitochondrial",1530940,1533903,1530940,1533903,3,"Chromosome_2"
"FOXG_06105","XM_018384628.1","XP_018241761.1","NC_030987.1","+","1","hypothetical protein",1533051,1537423,1533051,1537423,1,"Chromosome_2"
"FOXG_19182","XM_018399383.1","XP_018241762.1","NC_030987.1","-","1","hypothetical protein",1537406,1537696,1537406,1537696,1,"Chromosome_2"
"FOXG_06106","XM_018384629.1","XP_018241763.1","NC_030987.1","-","2","hypothetical protein",1537806,1538928,1537806,1538928,1,"Chromosome_2"
"FOXG_06107","XM_018384630.1","XP_018241764.1","NC_030987.1","-","1","AraC family transcriptional regulator",1540167,1540868,1540167,1540868,1,"Chromosome_2"
"FOXG_06108","XM_018384631.1","XP_018241765.1","NC_030987.1","+","4","hypothetical protein",1542017,1543507,1542017,1543507,1,"Chromosome_2"
"FOXG_06109","XM_018384632.1","XP_018241766.1","NC_030987.1","+","4","hypothetical protein",1545829,1550730,1545829,1550730,1,"Chromosome_2"
"FOXG_06110","XM_018384633.1","XP_018241767.1","NC_030987.1","-","2","hypothetical protein",1548925,1551254,1548925,1551254,1,"Chromosome_2"
"FOXG_06111","XM_018384634.1","XP_018241768.1","NC_030987.1","-","2","alpha 1,6-mannosyltransferase",1551593,1554004,1551593,1554004,1,"Chromosome_2"
"FOXG_19183","XM_018399384.1","XP_018241769.1","NC_030987.1","+","1","hypothetical protein",1554096,1554257,1554096,1554257,1,"Chromosome_2"
"FOXG_06112","XM_018384635.1","XP_018241770.1","NC_030987.1","+","5","hypothetical protein",1558304,1559411,1558304,1559411,1,"Chromosome_2"
"FOXG_19184","XM_018399385.1","XP_018241771.1","NC_030987.1","+","1","hypothetical protein",1560153,1560545,1560153,1560545,1,"Chromosome_2"
"FOXG_06114","XM_018384637.1","XP_018241773.1","NC_030987.1","+","2","hypothetical protein",1561328,1563020,1561328,1563020,2,"Chromosome_2"
"FOXG_06114","XM_018384636.1","XP_018241772.1","NC_030987.1","+","3","hypothetical protein",1561328,1563020,1561328,1563020,2,"Chromosome_2"
"FOXG_06115","XM_018384639.1","XP_018241775.1","NC_030987.1","-","3","hypothetical protein",1561458,1564839,1561458,1564839,3,"Chromosome_2"
"FOXG_06115","XM_018384638.1","XP_018241774.1","NC_030987.1","-","2","hypothetical protein",1562137,1564839,1561458,1564839,3,"Chromosome_2"
"FOXG_06115","XM_018384640.1","XP_018241776.1","NC_030987.1","-","3","hypothetical protein",1562814,1564573,1561458,1564839,3,"Chromosome_2"
"FOXG_19185","XM_018399386.1","XP_018241777.1","NC_030987.1","+","1","hypothetical protein",1564471,1564635,1564471,1564635,1,"Chromosome_2"
"FOXG_06116","XM_018384641.1","XP_018241778.1","NC_030987.1","+","4","F-type H+-transporting ATPase subunit J",1564995,1566251,1564995,1566251,1,"Chromosome_2"
"FOXG_06117","XM_018384642.1","XP_018241779.1","NC_030987.1","+","2","hypothetical protein",1566263,1567631,1566263,1567631,1,"Chromosome_2"
"FOXG_06118","XM_018384643.1","XP_018241780.1","NC_030987.1","-","4","26S proteasome regulatory subunit N5",1566333,1569431,1566333,1569431,1,"Chromosome_2"
"FOXG_06120","XM_018384647.1","XP_018241782.1","NC_030987.1","-","3","SHO1 osmosensor",1572432,1577359,1572432,1577359,2,"Chromosome_2"
"FOXG_06120","XM_018384646.1","XP_018241781.1","NC_030987.1","-","3","SHO1 osmosensor",1572432,1577359,1572432,1577359,2,"Chromosome_2"
"FOXG_06119","XM_018384644.1","XP_018241783.1","NC_030987.1","+","2","hypothetical protein",1572739,1575329,1572739,1575329,2,"Chromosome_2"
"FOXG_06119","XM_018384645.1","XP_018241784.1","NC_030987.1","+","2","hypothetical protein",1572860,1574141,1572739,1575329,2,"Chromosome_2"
"FOXG_06121","XM_018384649.1","XP_018241786.1","NC_030987.1","-","2","hypothetical protein",1579981,1581138,1579981,1581138,2,"Chromosome_2"
"FOXG_06121","XM_018384648.1","XP_018241785.1","NC_030987.1","-","1","hypothetical protein",1579981,1581126,1579981,1581138,2,"Chromosome_2"
"FOXG_06122","XM_018384650.1","XP_018241787.1","NC_030987.1","+","5","hypothetical protein",1581565,1584532,1581565,1584532,1,"Chromosome_2"
"FOXG_06123","XM_018384651.1","XP_018241788.1","NC_030987.1","-","2","ribosomal protein S16, mitochondrial",1583556,1584736,1583556,1584736,1,"Chromosome_2"
"FOXG_06124","XM_018384652.1","XP_018241789.1","NC_030987.1","+","7","YjeF protein",1584959,1586226,1584959,1586226,1,"Chromosome_2"
"FOXG_19186","XM_018399387.1","XP_018241790.1","NC_030987.1","+","1","hypothetical protein",1588963,1589490,1588963,1589490,1,"Chromosome_2"
"FOXG_06125","XM_018384653.1","XP_018241791.1","NC_030987.1","-","2","hypothetical protein",1593408,1594788,1593408,1594788,1,"Chromosome_2"
"FOXG_19187","XM_018399388.1","XP_018241792.1","NC_030987.1","-","3","hypothetical protein",1594907,1612050,1594907,1612050,1,"Chromosome_2"
"FOXG_06129","XM_018384654.1","XP_018241793.1","NC_030987.1","+","8","hypothetical protein",1615489,1619900,1615489,1619900,1,"Chromosome_2"
"FOXG_06130","XM_018384655.1","XP_018241794.1","NC_030987.1","-","3","hypothetical protein",1620415,1622157,1620415,1622157,1,"Chromosome_2"
"FOXG_06131","XM_018384656.1","XP_018241795.1","NC_030987.1","+","1","hypothetical protein",1624532,1628328,1624532,1628328,1,"Chromosome_2"
"FOXG_06132","XM_018384657.1","XP_018241796.1","NC_030987.1","-","1","hypothetical protein",1626585,1629289,1626585,1629289,1,"Chromosome_2"
"FOXG_06133","XM_018384658.1","XP_018241797.1","NC_030987.1","+","1","hypothetical protein",1632220,1634195,1632220,1634195,1,"Chromosome_2"
"FOXG_06134","XM_018384659.1","XP_018241798.1","NC_030987.1","+","2","lipoyl synthase, mitochondrial",1634341,1636346,1634341,1636346,1,"Chromosome_2"
"FOXG_19189","XM_018399389.1","XP_018241799.1","NC_030987.1","+","6","hypothetical protein",1636611,1639209,1636611,1639209,1,"Chromosome_2"
"FOXG_06137","XM_018384660.1","XP_018241800.1","NC_030987.1","-","3","hypothetical protein",1639188,1640517,1639188,1640517,1,"Chromosome_2"
"FOXG_06138","XM_018384661.1","XP_018241801.1","NC_030987.1","+","3","hypothetical protein",1640587,1641538,1640587,1641538,1,"Chromosome_2"
"FOXG_06139","XM_018384662.1","XP_018241802.1","NC_030987.1","+","1","hypothetical protein",1641627,1644489,1641627,1644489,1,"Chromosome_2"
"FOXG_06140","XM_018384663.1","XP_018241803.1","NC_030987.1","+","2","uroporphyrin-III C-methyltransferase/precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase",1644996,1647147,1644996,1647147,1,"Chromosome_2"
"FOXG_06141","XM_018384664.1","XP_018241804.1","NC_030987.1","-","3","hypothetical protein",1647721,1648437,1647721,1648437,1,"Chromosome_2"
"FOXG_19191","XM_018399390.1","XP_018241805.1","NC_030987.1","-","2","hypothetical protein",1648992,1649930,1648992,1649930,1,"Chromosome_2"
"FOXG_19192","XM_018399391.1","XP_018241806.1","NC_030987.1","-","5","hypothetical protein",1649958,1652252,1649958,1652252,1,"Chromosome_2"
"FOXG_06143","XM_018384666.1","XP_018241808.1","NC_030987.1","+","4","hypothetical protein",1652587,1656051,1652587,1656051,2,"Chromosome_2"
"FOXG_06143","XM_018384665.1","XP_018241807.1","NC_030987.1","+","5","hypothetical protein",1652587,1656051,1652587,1656051,2,"Chromosome_2"
"FOXG_06144","XM_018384667.1","XP_018241809.1","NC_030987.1","-","2","phosphoribosylaminoimidazole-succinocarboxamide synthase",1654170,1655885,1654170,1655885,1,"Chromosome_2"
"FOXG_19193","XM_018399392.1","XP_018241810.1","NC_030987.1","+","8","hypothetical protein",1659745,1663553,1659745,1663553,1,"Chromosome_2"
"FOXG_06145","XM_018384668.1","XP_018241811.1","NC_030987.1","-","3","hypothetical protein",1660026,1660544,1660026,1660544,1,"Chromosome_2"
"FOXG_06148","XM_018384669.1","XP_018241812.1","NC_030987.1","-","6","hypothetical protein",1663494,1668156,1663494,1668156,1,"Chromosome_2"
"FOXG_06149","XM_018384670.1","XP_018241813.1","NC_030987.1","-","3","hypothetical protein",1670272,1672778,1670272,1672778,2,"Chromosome_2"
"FOXG_06149","XM_018384671.1","XP_018241814.1","NC_030987.1","-","2","hypothetical protein",1670272,1672778,1670272,1672778,2,"Chromosome_2"
